X,Y,Z,Roll,Pitch,Yaw
0,-0.5,0.000558211,26.71,-0.7,-1.06
-0.5,0,-0.002350377,26.73,-3.82,2.07
0.25,0.5,-0.000669246,26.71,-0.7,-1.06
0.5,0.75,0.001642501,26.68,-3.81,2.07
-0.25,0.75,-0.001873785,26.63,-3.83,2.08
0.75,0.75,0.002019388,26.67,-0.7,-1.06
0.75,1.75,-0.000959375,26.59,-3.82,2.08
0,0.644215863,0.004557423,26.71,-3.84,2.08
0.691665441,1.5,0.000385906,26.62,-0.7,-1.06
0.544057719,0.627861401,-0.226976684,19.35,-1.42,-0.7
0.75,1.75749698,0.073612572,26.67,-0.13,-1.06
1.25,1.378310744,0.002010148,26.55,-3.81,2.07
1,1.557445251,0.003269992,26.65,-0.71,-1.05
1.75,1.611212855,0.003697819,26.6,-3.82,2.08
1.5,1.844900425,0.005253268,26.6,-0.7,-1.05
1.25,1.746537228,0.003915117,26.5,-3.81,2.07
1.75,1.826325803,0.006215451,26.57,-0.69,-1.06
1.25,0.448788891,0.004262949,26.46,-3.8,2.07
0.864325108,1.868549316,0.006900824,26.5,-0.69,-1.07
0.873273197,1.092034562,-0.020004368,26.44,-0.73,-1.04
1.523319798,1.069229769,-0.28322725,19.26,-1.39,-0.7
0.75,1.597230653,0.079561806,26.35,-3.28,2.09
0.75,1.5,0.003008333,26.43,-3.83,2.09
1.25,1.564125733,0.002240912,26.3,-3.81,2.08
1,1.75,0.003205173,26.48,-3.83,2.08
0.75,1,0.002117122,26.57,-0.68,-1.06
0.75,0.5,0.002313939,26.49,-3.81,2.07
0.5,0.25,0.000271535,26.59,-0.68,-1.07
0,0,0.0008592,26.66,-3.81,2.07
0.5,-0.5,0.000466983,26.61,-0.68,-1.07
1.124727026,-0.25,0.001733728,26.74,-3.8,2.06
0.293800132,0.137041661,-0.354432001,19.27,-1.43,-0.7
0,1.831415879,0.082916839,26.75,-3.22,2.06
0,0.25,-0.000879248,26.68,-0.67,-1.08
-0.5,1.660265114,0.00417019,26.34,-3.82,2.07
0,0.5,-0.001213466,26.39,-3.82,2.07
0,0.75,-0.001363951,26.39,-3.81,2.07
1.75,0.5,0.002234804,26.41,-0.69,-1.06
0,1.037526507,0.005062347,26.1,-3.82,2.08
0,0,0,26.1,-3.83,2.08
0,0,0,26.1,-3.83,2.08
1.615903976,0,0,26.1,-3.83,2.08
0.697578412,1.803001901,-0.382279493,19.3,-1.42,-0.7
0,0.561499055,0.084405834,26.11,-3.25,2.08
0,0,0,26.1,-3.83,2.08
0,0,0,26.1,-3.83,2.08
0,0,0,26.1,-3.83,2.08
0,0,0,26.1,-3.83,2.08
0,0,0,26.1,-3.83,2.08
0,0,0,26.1,-3.83,2.08
0,0,0,26.1,-3.83,2.08
0,0,0,26.1,-3.83,2.08
1.594814639,0,0,26.1,-3.83,2.08
0.570740242,0.676251568,-0.382279493,19.3,-1.42,-0.7
0,0.80491226,0.084220267,26.17,-0.13,-1.05
0.25,0,0,26.17,-0.69,-1.05
0,0,0.001055017,26.1,-3.81,2.08
0,0,0,26.1,-3.83,2.08
0,0,0,26.1,-3.83,2.08
0.5,0,0,26.1,-3.83,2.08
0,-0.25,0.002282197,26.19,-0.69,-1.06
0,0,0,26.19,-0.69,-1.06
0.25,-0.25,-0.000915231,26.13,-3.82,2.08
0.699949908,0.25,-0.001550272,26.27,-3.82,2.07
1.64105157,0.243520707,-0.381747076,19.28,-1.42,-0.7
-0.25,1.537421288,0.084379033,26.25,-3.25,2.07
0,0.25,0.001055403,26.16,-3.81,2.07
0,0,0,26.16,-3.82,2.07
0.25,0.5,0.000481797,26.1,-3.83,2.08
0.25,0.5,-0.000643091,26.3,-0.69,-1.06
0,0.5,0.001545561,26.13,-3.81,2.07
-0.25,1.25,0.000909066,26.19,-0.69,-1.06
0,1.25,0.002467086,26.19,-3.83,2.08
0,1,-0.001855104,26.06,-3.82,2.08
1.21124406,1,0,26.05,-3.83,2.08
1.300790325,0.504439645,-0.39578267,19.29,-1.41,-0.7
-0.5,1.24121777,0.085219012,26.11,-0.13,-1.06
-0.5,0.75,4.78E-06,26.05,-0.7,-1.05
-0.5,0,-0.000917604,25.98,-0.7,-1.05
-0.5,0.75,-0.002333508,25.92,-0.71,-1.04
-0.5,0.5,-0.001386846,25.88,-0.71,-1.04
0.381681098,0,-0.000900404,25.8,-0.71,-1.04
-0.5,1.432309289,0.013247322,25.84,-0.67,-1.05
-0.5,0,-0.000958335,25.81,-0.7,-1.05
-0.5,0.5,-0.001450942,25.8,-0.7,-1.05
0.183703748,0.5,-0.001440186,25.76,-3.84,2.1
0.736118422,0.493780336,-0.415430563,19.31,-1.39,-0.7
-1.5,0.935158611,0.085582888,25.63,-3.3,2.1
-0.5,0.75,-0.004723958,25.45,-3.85,2.11
-1,0.75,-0.004477581,25.38,-0.73,-1.02
-1,0.5,-0.00226192,25.28,-0.73,-1.01
-1,0.25,0.000777989,25.21,-3.85,2.12
-0.25,0.25,-0.002708214,25,-3.88,2.14
-0.5,0,-0.002823915,25.02,-3.86,2.13
-0.75,-0.75,5.77E-05,25.01,-0.74,-1
-0.5,1.178315427,-0.000311016,24.79,-3.9,2.15
1.163158377,-0.5,-0.001305252,24.8,-3.88,2.15
0,0.685831402,-0.34662114,19.28,-1.32,-0.7
0.0867318,0,0,19.3,-0.85,-0.7
0,1.070569231,0.082464957,24.8,-3.4,2.15
0.25,0,0,24.79,-3.88,2.15
-0.25,-0.5,-0.001463966,24.8,-3.87,2.15
0,-0.25,-0.001930291,24.8,-0.75,-0.99
-0.25,-0.75,0.000903145,24.89,-0.74,-0.98
0,-1,0.00016512,24.77,-3.87,2.15
0,-1,0,24.82,-3.88,2.15
0,0.25,-0.001354415,24.81,-3.86,2.14
0,0,0,24.79,-3.87,2.14
1.879572092,0,0,24.79,-3.87,2.14
1.215588966,0.566607707,-0.334735851,19.28,-1.33,-0.7
0,0.362770992,0.08201431,24.82,-3.39,2.15
0,0,0,24.83,-3.88,2.15
0,0.25,-0.001354415,24.81,-3.86,2.14
-0.25,0,0,24.79,-3.87,2.14
0.5,0.25,-0.0019163,24.81,-0.75,-0.99
0,0.5,0.003374796,24.78,-3.88,2.15
0,0,-0.000330975,24.93,-0.74,-0.99
0.25,0.75,-0.000909034,24.83,-0.73,-0.99
0,0.25,0.001903953,24.83,-3.86,2.15
1.232413002,0.75,0.001352923,24.82,-0.75,-0.99
0.990173838,1.816933767,-0.346302858,19.29,-1.33,-0.7
0.25,1.363128577,0.08223593,24.89,-0.27,-0.98
0,1,0.001009973,24.78,-3.86,2.15
0.25,0.75,0.002204415,24.97,-0.77,-0.98
0.25,0.75,0.000102398,24.79,-3.86,2.15
-0.25,0.25,-0.000102473,24.81,-0.74,-0.99
0.5,0.75,0.000102398,24.79,-3.88,2.15
0,0.25,-0.00026736,24.92,-0.75,-0.98
0,0.75,0.001128808,24.81,-3.86,2.15
-0.5,0,0,24.81,-3.87,2.15
1.83991947,0,-0.003853016,24.86,-0.75,-0.99
1.108646294,0.295315103,-0.344083898,19.22,-1.31,-0.7
0,1.221523907,0.082314687,24.9,-0.27,-0.99
0,0,0,24.83,-0.73,-0.99
0,-0.5,-0.00044751,24.9,-3.87,2.15
-0.5,0,0,24.87,-3.87,2.15
0,-1,-0.000849415,24.83,-0.74,-0.99
0,-0.5,0.002251455,24.91,-0.74,-0.98
-0.25,-0.5,-0.002288279,24.88,-0.73,-0.99
-0.25,-1,0.00016983,24.76,-3.86,2.15
0,-0.5,-0.001462251,24.92,-3.88,2.15
0.696355286,0,0,24.88,-3.87,2.15
1.823507507,0.868323257,-0.329006565,19.29,-1.32,-0.69
0,0.046558267,0.081489922,24.92,-0.26,-0.99
0,-0.5,-0.000439367,24.92,-3.87,2.15
-0.25,-0.25,-0.000902815,24.83,-3.86,2.15
-0.25,-0.5,-0.001841204,24.76,-0.74,-0.98
-0.5,-0.25,0.001884548,24.89,-3.88,2.16
0,-0.75,-0.002176643,24.8,-3.87,2.15
-0.25,-0.75,-0.00089678,24.78,-3.87,2.15
-0.25,-0.25,-0.001356057,24.79,-0.74,-0.98
-0.5,-0.75,-0.001965941,24.73,-3.88,2.16
1.237027539,-0.25,0.000156963,24.8,-0.76,-0.97
1.226470451,1.790356425,-0.30215005,19.36,-1.29,-0.7
-0.5,0.097926792,0.07960384,24.75,-3.43,2.16
-0.5,0,-0.000805973,24.59,-3.89,2.16
-1,0,-0.00164706,24.64,-3.88,2.16
-0.75,0,-0.001591636,24.45,-3.9,2.17
-1,-0.25,-0.003483619,24.51,-3.9,2.18
-1,-0.5,-0.001967379,24.39,-3.89,2.18
-1,-0.75,-0.003231653,24.34,-3.89,2.19
-1,-0.5,-0.001919319,24.23,-3.9,2.19
-0.75,-0.75,-0.002766964,24.09,-3.89,2.19
0.274348153,-0.5,-0.002060804,24.16,-3.91,2.21
0.226865614,0.473456488,-0.242714219,19.21,-1.23,-0.7
-0.75,0.186224106,0.074302266,24.24,-3.51,2.2
-0.75,0,-0.000910315,23.92,-3.9,2.2
0,0.75,-0.000789145,23.94,-0.79,-0.93
-0.75,0.75,-0.001224171,23.92,-0.76,-0.93
-0.75,0.75,-7.54E-05,23.79,-3.9,2.22
-0.5,0.24895298,-0.002848081,23.69,-0.79,-0.91
0,0.5,-0.002756105,23.52,-3.91,2.23
0,1.25,0.000820173,23.54,-0.77,-0.91
0.5,0.75,-0.000825395,23.43,-3.9,2.23
1.22105392,0,0.000702093,23.51,-3.89,2.23
1.945219522,0.273528511,-0.215916173,19.04,-4.31,2.43
0.5,1.379806361,0.072307848,23.89,-3.58,2.23
0,0.25,0.001527399,23.63,-0.76,-0.91
0,0.25,-0.000830823,23.56,-0.76,-0.91
-1,0.5,0,23.52,-3.9,2.22
-0.5,0.75,-0.002633533,23.39,-3.91,2.23
-1,0.5,-0.00107235,23.34,-3.91,2.24
-0.75,1.5,-0.001765864,23.18,-3.92,2.24
-1.25,2,-0.002995623,23.01,-3.91,2.25
-1,2,-0.000494586,22.81,-3.93,2.26
1.949979878,0.214101173,-0.001712978,22.62,-3.92,2.27
1.542398003,0.864104647,-0.191209154,18.86,-4.22,2.43
-0.25,0.129135559,0.067213739,22.84,-3.7,2.29
-1,1.5,-0.001186498,22.2,-0.78,-0.85
-0.5,0.624938282,-0.006371078,22.37,-3.88,2.28
-0.5,1.1068532,-0.000974544,22.23,-3.9,2.29
-0.75,1.449408863,-0.004170646,21.98,-0.77,-0.84
-0.75,1.5,-0.000774429,21.75,-3.88,2.3
-0.5,1.411881214,-0.001384711,21.53,-3.91,2.32
-0.5,1,-0.003159361,21.44,-3.88,2.32
-0.25,2,-0.000607884,21.22,-3.88,2.33
1.568046429,2,-0.003540383,21.01,-3.86,2.32
0.194209518,0.898800389,-0.131443277,18.23,-4.07,2.43
-1,0.402138754,0.057619627,22.24,-3.79,2.33
-0.5,2,-0.001187449,20.62,-3.87,2.34
-0.75,2,-0.004198998,20.44,-0.72,-0.79
-1.5,1.75,-0.004983874,20.11,-0.7,-0.79
1.26052919,1.75,-0.003015853,19.77,-3.84,2.36
-1,1.75,-0.007758714,19.4,-0.71,-0.76
-1.5,0.75,-0.00395545,18.98,-3.78,2.39
0.639927784,1.458735545,0.0006056,18.03,-0.7,-0.72
